,Probe,Af_out
375921,cg21041202,1
375925,cg21041447,1
375931,cg21041594,1
375933,cg21041751,1
375939,cg21042032,1
375945,cg21042333,1
375947,cg21042477,1
375957,cg21043256,1
375974,cg21044349,1
376028,cg21046959,1
376029,cg21046967,1
376036,cg21047528,1
376039,cg21047761,1
376044,cg21048260,1
376046,cg21048411,1
376057,cg21048930,1
376075,cg21050013,1
376085,cg21051031,1
376087,cg21051086,1
376097,cg21051907,1
376100,cg21051976,1
376107,cg21052383,1
376108,cg21052403,1
376117,cg21052788,1
376227,cg21061731,1
376228,cg21061811,1
376239,cg21062931,1
376241,cg21063275,1
376258,cg21064579,1
376266,cg21065959,1
376271,cg21066415,1
376305,cg21068703,1
376306,cg21068736,1
376314,cg21069494,1
376329,cg21070527,1
376332,cg21070846,1
376335,cg21071076,1
376344,cg21071625,1
376351,cg21071940,1
376357,cg21072513,1
376360,cg21072692,1
376375,cg21073776,1
376418,cg21075870,1
376432,cg21077030,1
376445,cg21077999,1
376449,cg21078108,1
376452,cg21078247,1
376455,cg21078414,1
376544,cg21085001,1
376554,cg21085594,1
376558,cg21085701,1
376585,cg21088159,1
376618,cg21090429,1
376646,cg21092303,1
376666,cg21093043,1
376671,cg21093215,1
376680,cg21094465,1
376685,cg21094949,1
376686,cg21095142,1
376690,cg21095379,1
376700,cg21095983,1
376722,cg21097504,1
376727,cg21097820,1
376752,cg21100328,1
376757,cg21100596,1
376760,cg21100690,1
376772,cg21101308,1
376782,cg21101714,1
376786,cg21101750,1
376810,cg21103987,1
376811,cg21103992,1
376825,cg21104950,1
376853,cg21106486,1
376858,cg21106899,1
376859,cg21106946,1
376874,cg21107924,1
376878,cg21108220,1
376886,cg21108826,1
376921,cg21110825,1
376923,cg21110873,1
376925,cg21111256,1
376927,cg21111301,1
376953,cg21113094,1
376970,cg21114004,1
376971,cg21114049,1
377013,cg21116334,1
377032,cg21117368,1
377042,cg21117728,1
377050,cg21118250,1
377059,cg21118881,1
377079,cg21120539,1
377096,cg21121455,1
377103,cg21121943,1
377115,cg21122605,1
377155,cg21125207,1
377163,cg21126035,1
377164,cg21126118,1
377168,cg21126306,1
377213,cg21128600,1
377255,cg21131402,1
377280,cg21133266,1
377295,cg21134501,1
377324,cg21136491,1
377334,cg21137289,1
377336,cg21137501,1
377356,cg21139063,1
377368,cg21139564,1
377377,cg21139941,1
377391,cg21140633,1
377399,cg21141026,1
377401,cg21141034,1
377415,cg21141827,1
377417,cg21141980,1
377418,cg21142000,1
377460,cg21144340,1
377466,cg21144650,1
377485,cg21145551,1
377495,cg21146221,1
377515,cg21147167,1
377532,cg21148237,1
377551,cg21149595,1
377556,cg21149807,1
377566,cg21150302,1
377567,cg21150343,1
377595,cg21151899,1
377605,cg21152476,1
377608,cg21152662,1
377621,cg21153204,1
377624,cg21153622,1
377628,cg21153839,1
377669,cg21156200,1
377687,cg21156776,1
377695,cg21157094,1
377696,cg21157107,1
377709,cg21157721,1
377724,cg21158501,1
377726,cg21158526,1
377728,cg21158561,1
377770,cg21160516,1
377772,cg21160562,1
377778,cg21160877,1
377786,cg21161173,1
377787,cg21161187,1
377808,cg21162351,1
377809,cg21162356,1
377812,cg21162693,1
377822,cg21163262,1
377836,cg21163765,1
377856,cg21164640,1
377875,cg21165122,1
377880,cg21165395,1
377889,cg21166047,1
377891,cg21166143,1
377898,cg21166544,1
377921,cg21167453,1
377956,cg21169357,1
377965,cg21169995,1
377966,cg21170001,1
377967,cg21170007,1
377981,cg21170820,1
377999,cg21171639,1
378001,cg21171800,1
378020,cg21172910,1
378024,cg21173221,1
378058,cg21175246,1
378090,cg21177064,1
378093,cg21177112,1
378097,cg21177257,1
378131,cg21179412,1
378153,cg21180845,1
378172,cg21182103,1
378193,cg21183256,1
378197,cg21183461,1
378218,cg21184257,1
378233,cg21184806,1
378240,cg21185154,1
378255,cg21185936,1
378275,cg21186779,1
378277,cg21186888,1
378291,cg21187554,1
378308,cg21188507,1
378318,cg21188989,1
378319,cg21189019,1
378323,cg21189146,1
378327,cg21189477,1
378337,cg21190145,1
378349,cg21190804,1
378351,cg21190895,1
378362,cg21191508,1
378378,cg21192376,1
378379,cg21192452,1
378385,cg21192905,1
378387,cg21193011,1
378394,cg21193451,1
378401,cg21193813,1
378413,cg21194341,1
378415,cg21194454,1
378420,cg21194765,1
378453,cg21196034,1
378456,cg21196136,1
378463,cg21196492,1
378465,cg21196575,1
378467,cg21196597,1
378483,cg21197232,1
378490,cg21197371,1
378525,cg21199072,1
378529,cg21199346,1
378546,cg21200208,1
378584,cg21201844,1
378601,cg21202704,1
378604,cg21202732,1
378628,cg21204379,1
378635,cg21204606,1
378670,cg21206128,1
378673,cg21206180,1
378676,cg21206234,1
378705,cg21207699,1
378717,cg21208157,1
378731,cg21209113,1
378743,cg21209629,1
378754,cg21210090,1
378786,cg21211213,1
378791,cg21211299,1
378799,cg21211551,1
378805,cg21211680,1
378824,cg21212624,1
378828,cg21212977,1
378831,cg21213306,1
378843,cg21214232,1
378845,cg21214362,1
378846,cg21214449,1
378859,cg21214969,1
378868,cg21215436,1
378876,cg21215929,1
378894,cg21216606,1
378896,cg21216828,1
378903,cg21217129,1
378922,cg21218128,1
378930,cg21218646,1
378939,cg21219157,1
378970,cg21220536,1
378976,cg21220721,1
379001,cg21221785,1
379010,cg21222110,1
379045,cg21223771,1
379057,cg21224669,1
379063,cg21225130,1
379084,cg21226442,1
379099,cg21227085,1
379116,cg21228284,1
379122,cg21228792,1
379128,cg21229135,1
379143,cg21229901,1
379155,cg21230425,1
379165,cg21230578,1
379182,cg21231853,1
379191,cg21232397,1
379211,cg21233252,1
379228,cg21234053,1
379247,cg21235025,1
379253,cg21235179,1
379258,cg21235359,1
379273,cg21236090,1
379289,cg21236663,1
379293,cg21236864,1
379294,cg21237037,1
379296,cg21237268,1
379340,cg21239378,1
379355,cg21240283,1
379363,cg21240523,1
379364,cg21240551,1
379398,cg21242144,1
379408,cg21242584,1
379448,cg21244253,1
379457,cg21244880,1
379468,cg21245287,1
379502,cg21247338,1
379542,cg21249582,1
379547,cg21249729,1
379560,cg21250436,1
379574,cg21251344,1
379610,cg21253193,1
379622,cg21253881,1
379632,cg21254731,1
379647,cg21255826,1
379651,cg21256200,1
379656,cg21257293,1
379668,cg21258821,1
379673,cg21260733,1
379692,cg21262907,1
379696,cg21263208,1
379726,cg21265404,1
379752,cg21267232,1
379753,cg21267498,1
379756,cg21267836,1
379758,cg21268144,1
379762,cg21268347,1
379772,cg21269045,1
379787,cg21269893,1
379831,cg21273118,1
379845,cg21274067,1
379851,cg21274724,1
379866,cg21276022,1
379881,cg21277889,1
379882,cg21277988,1
379886,cg21278129,1
379887,cg21278164,1
379890,cg21278370,1
379910,cg21279826,1
379913,cg21279865,1
379925,cg21280452,1
379947,cg21282669,1
379953,cg21282998,1
379984,cg21285133,1
380003,cg21286921,1
380005,cg21287017,1
380011,cg21287411,1
380016,cg21287883,1
380019,cg21288207,1
380020,cg21288259,1
380037,cg21289365,1
380078,cg21291771,1
380081,cg21291880,1
380094,cg21292473,1
380099,cg21292912,1
380103,cg21293117,1
380144,cg21295398,1
380158,cg21296602,1
380160,cg21296675,1
380174,cg21297942,1
380180,cg21298408,1
380218,cg21301655,1
380235,cg21302727,1
380262,cg21304498,1
380264,cg21304757,1
380278,cg21305475,1
380286,cg21306240,1
380290,cg21306588,1
380302,cg21307775,1
380303,cg21308011,1
380317,cg21308809,1
380318,cg21308826,1
380319,cg21308919,1
380341,cg21311223,1
380342,cg21311292,1
380344,cg21311736,1
380350,cg21312066,1
380354,cg21312281,1
380355,cg21312337,1
380376,cg21314304,1
380380,cg21314662,1
380382,cg21314978,1
380401,cg21316923,1
380434,cg21320945,1
380466,cg21323836,1
380487,cg21325941,1
380524,cg21330071,1
380537,cg21330577,1
380543,cg21330831,1
380571,cg21332426,1
380577,cg21333026,1
380579,cg21333147,1
380602,cg21335375,1
380607,cg21335826,1
380614,cg21336235,1
380626,cg21337124,1
380638,cg21338112,1
380656,cg21339555,1
380665,cg21340093,1
380685,cg21341170,1
380702,cg21342276,1
380718,cg21343223,1
380722,cg21343859,1
380747,cg21346925,1
380752,cg21347353,1
380756,cg21347444,1
380785,cg21349645,1
380789,cg21349901,1
380793,cg21350073,1
380806,cg21350697,1
380809,cg21350892,1
380813,cg21351140,1
380827,cg21352393,1
380828,cg21352720,1
380845,cg21355042,1
380848,cg21355338,1
380886,cg21358429,1
380905,cg21360975,1
380943,cg21364828,1
380958,cg21365924,1
380960,cg21366200,1
380970,cg21367580,1
380972,cg21367769,1
380974,cg21367811,1
380985,cg21368154,1
381017,cg21370527,1
381038,cg21372672,1
381047,cg21373616,1
381058,cg21374754,1
381070,cg21375813,1
381078,cg21376120,1
381083,cg21376570,1
381097,cg21377260,1
381105,cg21377680,1
381147,cg21380625,1
381171,cg21382847,1
381213,cg21385314,1
381217,cg21385522,1
381219,cg21385615,1
381227,cg21386088,1
381244,cg21386904,1
381249,cg21387117,1
381291,cg21389924,1
381320,cg21392893,1
381327,cg21393387,1
381329,cg21393587,1
381351,cg21395152,1
381353,cg21395198,1
381356,cg21395626,1
381370,cg21396553,1
381377,cg21397124,1
381403,cg21399118,1
381406,cg21399320,1
381407,cg21399385,1
381409,cg21399445,1
381432,cg21401200,1
381441,cg21401740,1
381453,cg21402453,1
381465,cg21403543,1
381481,cg21404851,1
381485,cg21404933,1
381486,cg21404935,1
381536,cg21409857,1
381543,cg21410132,1
381573,cg21412053,1
381574,cg21412054,1
381601,cg21414251,1
381623,cg21415604,1
381627,cg21415708,1
381644,cg21417030,1
381658,cg21418044,1
381679,cg21420109,1
381708,cg21422672,1
381713,cg21422834,1
381719,cg21423610,1
381722,cg21423973,1
381726,cg21424595,1
381741,cg21425723,1
381764,cg21428095,1
381771,cg21428780,1
381774,cg21428908,1
381780,cg21429173,1
381788,cg21429615,1
381791,cg21429780,1
381801,cg21430959,1
381808,cg21431525,1
381814,cg21431929,1
381817,cg21432302,1
381823,cg21432745,1
381833,cg21433239,1
381836,cg21433332,1
381838,cg21433538,1
381845,cg21433933,1
381864,cg21435316,1
381866,cg21435360,1
381886,cg21437119,1
381891,cg21437470,1
381900,cg21437865,1
381918,cg21439450,1
381928,cg21439880,1
381943,cg21441256,1
381950,cg21441674,1
381951,cg21441716,1
381962,cg21442556,1
381974,cg21443284,1
381984,cg21444484,1
381988,cg21444693,1
381997,cg21445553,1
382001,cg21445913,1
382011,cg21446455,1
382023,cg21447147,1
382025,cg21447170,1
382032,cg21447989,1
382033,cg21448033,1
382045,cg21448728,1
382046,cg21448741,1
382047,cg21448781,1
382049,cg21448870,1
382086,cg21450700,1
382094,cg21451110,1
382109,cg21452025,1
382119,cg21452652,1
382129,cg21453409,1
382168,cg21456301,1
382182,cg21458030,1
382224,cg21460503,1
382231,cg21460946,1
382269,cg21462999,1
382300,cg21464596,1
382333,cg21467371,1
382345,cg21468035,1
382366,cg21469370,1
382384,cg21471053,1
382395,cg21472059,1
382398,cg21472198,1
382419,cg21473545,1
382442,cg21474669,1
382447,cg21474842,1
382525,cg21479762,1
382529,cg21480165,1
382541,cg21480902,1
382544,cg21481021,1
382560,cg21482019,1
382561,cg21482074,1
382590,cg21483539,1
382593,cg21483702,1
382594,cg21483735,1
382609,cg21484512,1
382639,cg21485906,1
382640,cg21486195,1
382642,cg21486341,1
382667,cg21487894,1
382719,cg21491308,1
382721,cg21491365,1
382743,cg21493212,1
382803,cg21496672,1
382807,cg21496831,1
382829,cg21497739,1
382851,cg21499006,1
382863,cg21499895,1
382868,cg21500063,1
382879,cg21500456,1
382889,cg21501096,1
382915,cg21502629,1
382916,cg21502663,1
382919,cg21502786,1
382923,cg21502888,1
382939,cg21503490,1
382941,cg21503619,1
382947,cg21504005,1
382957,cg21504815,1
382991,cg21507636,1
383022,cg21509846,1
383024,cg21509901,1
383026,cg21509966,1
383032,cg21510284,1
383048,cg21511395,1
383052,cg21511748,1
383067,cg21512370,1
383079,cg21513138,1
383103,cg21514834,1
383115,cg21515305,1
383117,cg21515347,1
383121,cg21515494,1
383150,cg21517320,1
383157,cg21517739,1
383181,cg21518974,1
383183,cg21519092,1
383215,cg21520684,1
383216,cg21520715,1
383220,cg21520950,1
383230,cg21521779,1
383245,cg21522892,1
383265,cg21524199,1
383267,cg21524424,1
383273,cg21525092,1
383277,cg21525314,1
383321,cg21528040,1
383348,cg21530087,1
383350,cg21530210,1
383359,cg21530890,1
383369,cg21531444,1
383375,cg21531688,1
383386,cg21532236,1
383389,cg21532334,1
383415,cg21533964,1
383417,cg21533977,1
383422,cg21534309,1
383440,cg21535156,1
383441,cg21535199,1
383443,cg21535222,1
383456,cg21535871,1
383460,cg21535976,1
383475,cg21537122,1
383477,cg21537212,1
383483,cg21537383,1
383485,cg21537459,1
383492,cg21537939,1
383496,cg21538190,1
383500,cg21538259,1
383515,cg21539371,1
383523,cg21539907,1
383527,cg21540266,1
383534,cg21540460,1
383541,cg21540810,1
383543,cg21540970,1
383549,cg21541272,1
383551,cg21541341,1
383577,cg21542951,1
383583,cg21543123,1
383591,cg21543640,1
383595,cg21543899,1
383599,cg21544075,1
383614,cg21544702,1
383618,cg21544818,1
383621,cg21545003,1
383632,cg21545611,1
383655,cg21546286,1
383667,cg21546915,1
383671,cg21546996,1
383682,cg21547594,1
383684,cg21547628,1
383690,cg21547845,1
383718,cg21548955,1
383719,cg21549011,1
383720,cg21549075,1
383732,cg21549457,1
383742,cg21550006,1
383760,cg21550623,1
383763,cg21550812,1
383802,cg21553283,1
383817,cg21554399,1
383840,cg21555793,1
383854,cg21556967,1
383863,cg21557445,1
383864,cg21557451,1
383882,cg21558614,1
383883,cg21558706,1
383888,cg21559117,1
383890,cg21559154,1
383899,cg21559755,1
383911,cg21560697,1
383919,cg21561281,1
383925,cg21561672,1
383934,cg21562186,1
383937,cg21562638,1
383956,cg21564217,1
383961,cg21564445,1
383967,cg21564803,1
383986,cg21565781,1
383987,cg21565802,1
383990,cg21565937,1
383995,cg21566177,1
384005,cg21566642,1
384016,cg21567404,1
384040,cg21569693,1
384043,cg21569854,1
384047,cg21570062,1
384051,cg21570182,1
384056,cg21570493,1
384073,cg21571245,1
384077,cg21571602,1
384084,cg21572078,1
384098,cg21572997,1
384142,cg21574864,1
384175,cg21576886,1
384178,cg21577036,1
384181,cg21577193,1
384192,cg21577639,1
384214,cg21578783,1
384218,cg21578929,1
384231,cg21579578,1
384236,cg21579854,1
384251,cg21580416,1
384265,cg21581312,1
384266,cg21581381,1
384270,cg21581567,1
384275,cg21581855,1
384284,cg21582375,1
384290,cg21582633,1
384291,cg21582695,1
384304,cg21583400,1
384312,cg21583727,1
384322,cg21584251,1
384326,cg21584457,1
384336,cg21584823,1
384344,cg21585068,1
384352,cg21585627,1
384381,cg21587477,1
384383,cg21587650,1
384384,cg21587709,1
384402,cg21589460,1
384410,cg21590497,1
384432,cg21592087,1
384459,cg21593588,1
384461,cg21593628,1
384473,cg21593986,1
384479,cg21594343,1
384484,cg21594642,1
384495,cg21595240,1
384547,cg21599215,1
384554,cg21599794,1
384567,cg21600908,1
384580,cg21602092,1
384602,cg21603563,1
384627,cg21604726,1
384641,cg21605271,1
384649,cg21605512,1
384663,cg21606168,1
384664,cg21606226,1
384675,cg21606744,1
384702,cg21608022,1
384739,cg21610164,1
384748,cg21610554,1
384759,cg21610999,1
384837,cg21616425,1
384843,cg21616720,1
384862,cg21617916,1
384868,cg21618418,1
384873,cg21618529,1
384874,cg21618549,1
384877,cg21618694,1
384884,cg21618784,1
384886,cg21619017,1
384888,cg21619153,1
384901,cg21619773,1
384906,cg21619881,1
384907,cg21619883,1
384959,cg21623115,1
384960,cg21623175,1
384962,cg21623264,1
384965,cg21623633,1
384970,cg21623841,1
384986,cg21625002,1
385001,cg21625829,1
385014,cg21626820,1
385017,cg21626986,1
385044,cg21628854,1
385054,cg21629591,1
385073,cg21631409,1
385074,cg21631427,1
385087,cg21632117,1
385089,cg21632181,1
385119,cg21634818,1
385165,cg21637776,1
385173,cg21638094,1
385188,cg21639031,1
385192,cg21639188,1
385201,cg21639553,1
385203,cg21639675,1
385211,cg21640261,1
385241,cg21642251,1
385242,cg21642396,1
385260,cg21643265,1
385266,cg21643429,1
385268,cg21643513,1
385282,cg21644111,1
385300,cg21644830,1
385309,cg21645290,1
385316,cg21645762,1
385324,cg21646060,1
385347,cg21647407,1
385352,cg21647584,1
385354,cg21647752,1
385377,cg21648941,1
385402,cg21649761,1
385426,cg21651356,1
385456,cg21653586,1
385461,cg21654058,1
385554,cg21660040,1
385556,cg21660300,1
385564,cg21660727,1
385593,cg21662494,1
385596,cg21662836,1
385618,cg21664388,1
385624,cg21664781,1
385634,cg21665448,1
385649,cg21666957,1
385651,cg21667069,1
385653,cg21667139,1
385660,cg21667817,1
385667,cg21668231,1
385690,cg21670944,1
385712,cg21672468,1
385723,cg21673077,1
385724,cg21673175,1
385731,cg21673929,1
385752,cg21677594,1
385767,cg21679169,1
385791,cg21680896,1
385818,cg21682399,1
385822,cg21682620,1
385835,cg21683593,1
385849,cg21684654,1
385888,cg21686900,1
385900,cg21687924,1
385905,cg21688533,1
385906,cg21688634,1
385915,cg21689824,1
385929,cg21690675,1
385937,cg21690945,1
385948,cg21691893,1
386002,cg21696256,1
386035,cg21698879,1
386050,cg21700166,1
386059,cg21700582,1
386060,cg21700663,1
386066,cg21700863,1
386105,cg21704267,1
386118,cg21705506,1
386131,cg21707131,1
386135,cg21707323,1
386138,cg21707816,1
386163,cg21711008,1
386178,cg21712322,1
386195,cg21713780,1
386222,cg21716299,1
386268,cg21720373,1
386270,cg21720618,1
386272,cg21720999,1
386310,cg21723246,1
386317,cg21724010,1
386331,cg21725701,1
386343,cg21726325,1
386366,cg21727574,1
386367,cg21727907,1
386374,cg21728840,1
386437,cg21733973,1
386441,cg21734168,1
386443,cg21734295,1
386444,cg21734318,1
386465,cg21735670,1
386466,cg21735676,1
386470,cg21736089,1
386474,cg21736205,1
386510,cg21739681,1
386523,cg21740507,1
386538,cg21741858,1
386565,cg21743907,1
386591,cg21745599,1
386616,cg21747005,1
386621,cg21747188,1
386625,cg21747405,1
386647,cg21748578,1
386656,cg21749317,1
386658,cg21749456,1
386684,cg21751147,1
386691,cg21751623,1
386694,cg21751739,1
386704,cg21752292,1
386707,cg21752340,1
386708,cg21752357,1
386723,cg21752889,1
386739,cg21754343,1
386756,cg21755367,1
386760,cg21755487,1
386799,cg21757392,1
386808,cg21757872,1
386812,cg21757988,1
386816,cg21758171,1
386828,cg21759095,1
386831,cg21759331,1
386836,cg21759784,1
386847,cg21760302,1
386850,cg21760402,1
386860,cg21761678,1
386871,cg21762236,1
386875,cg21762601,1
386894,cg21763723,1
386896,cg21763814,1
386900,cg21764043,1
386921,cg21765753,1
386923,cg21766145,1
386939,cg21767461,1
386960,cg21768566,1
386978,cg21769640,1
386979,cg21769702,1
387001,cg21771408,1
387003,cg21771473,1
387005,cg21771528,1
387017,cg21772191,1
387053,cg21774397,1
387066,cg21775122,1
387079,cg21776003,1
387105,cg21777364,1
387108,cg21777602,1
387110,cg21777866,1
387121,cg21778518,1
387135,cg21780154,1
387145,cg21780796,1
387147,cg21780842,1
387186,cg21783223,1
387199,cg21784030,1
387205,cg21784182,1
387219,cg21784859,1
387222,cg21784940,1
387234,cg21785750,1
387240,cg21786227,1
387259,cg21787205,1
387268,cg21787489,1
387293,cg21788878,1
387301,cg21789181,1
387306,cg21789440,1
387307,cg21789510,1
387342,cg21791915,1
387344,cg21792018,1
387349,cg21792156,1
387358,cg21793044,1
387370,cg21794066,1
387394,cg21796313,1
387407,cg21797223,1
387469,cg21802401,1
387483,cg21803535,1
387484,cg21803661,1
387492,cg21804372,1
387521,cg21806233,1
387525,cg21806580,1
387527,cg21806669,1
387534,cg21807065,1
387551,cg21808131,1
387554,cg21808258,1
387564,cg21808937,1
387567,cg21809023,1
387599,cg21810664,1
387608,cg21811549,1
387643,cg21814362,1
387646,cg21814615,1
387659,cg21815502,1
387689,cg21817450,1
387701,cg21818274,1
387771,cg21823605,1
387784,cg21824455,1
387799,cg21825577,1
387816,cg21826833,1
387824,cg21827221,1
387827,cg21827384,1
387858,cg21829420,1
387864,cg21829923,1
387880,cg21830726,1
387900,cg21831587,1
387924,cg21832962,1
387936,cg21833728,1
387964,cg21835298,1
387982,cg21836562,1
387986,cg21836827,1
388034,cg21840121,1
388041,cg21840672,1
388062,cg21842031,1
388081,cg21843114,1
388082,cg21843147,1
388083,cg21843195,1
388085,cg21843262,1
388105,cg21844331,1
388111,cg21844726,1
388123,cg21845373,1
388138,cg21846159,1
388165,cg21848066,1
388188,cg21849770,1
388199,cg21850429,1
388202,cg21850578,1
388234,cg21852342,1
388248,cg21852905,1
388251,cg21853198,1
388254,cg21853296,1
388306,cg21856256,1
388309,cg21856435,1
388312,cg21856670,1
388319,cg21857017,1
388322,cg21857146,1
388325,cg21857204,1
388344,cg21858359,1
388355,cg21858856,1
388409,cg21862797,1
388424,cg21863946,1
388435,cg21864616,1
388460,cg21865844,1
388465,cg21866125,1
388468,cg21867109,1
388474,cg21867608,1
388486,cg21868636,1
388487,cg21868699,1
388501,cg21869524,1
388515,cg21870274,1
388519,cg21870518,1
388531,cg21870885,1
388538,cg21871203,1
388539,cg21871205,1
388547,cg21871407,1
388558,cg21872009,1
388573,cg21872919,1
388581,cg21873524,1
388582,cg21873567,1
388597,cg21874706,1
388617,cg21875655,1
388685,cg21878902,1
388698,cg21879320,1
388717,cg21880422,1
388720,cg21880624,1
388745,cg21882037,1
388758,cg21883115,1
388774,cg21884372,1
388808,cg21886389,1
388821,cg21887309,1
388843,cg21889078,1
388865,cg21890592,1
388884,cg21892758,1
388898,cg21893651,1
388907,cg21894356,1
388909,cg21894728,1
388931,cg21896800,1
388938,cg21897425,1
388948,cg21898280,1
388957,cg21898708,1
388964,cg21899283,1
388990,cg21900589,1
388993,cg21900653,1
389023,cg21902160,1
389040,cg21903079,1
389049,cg21903625,1
389064,cg21904654,1
389070,cg21905068,1
389080,cg21905941,1
389093,cg21906644,1
389108,cg21907582,1
389115,cg21908038,1
389122,cg21908235,1
389141,cg21909192,1
389148,cg21909533,1
389152,cg21909782,1
389161,cg21910489,1
389180,cg21911100,1
389181,cg21911143,1
389202,cg21912162,1
389203,cg21912197,1
389208,cg21912461,1
389210,cg21912550,1
389213,cg21912645,1
389217,cg21913027,1
389244,cg21914477,1
389250,cg21915074,1
389254,cg21915337,1
389263,cg21915666,1
389271,cg21915910,1
389272,cg21915917,1
389274,cg21915962,1
389278,cg21916358,1
389324,cg21919437,1
389343,cg21919903,1
389369,cg21921584,1
389375,cg21921978,1
389379,cg21922369,1
389380,cg21922416,1
389389,cg21922825,1
389406,cg21924273,1
389423,cg21925968,1
389464,cg21928406,1
389486,cg21929784,1
389499,cg21930286,1
389506,cg21930842,1
389507,cg21930889,1
389510,cg21930968,1
389527,cg21931864,1
389532,cg21932190,1
389541,cg21932400,1
389544,cg21932466,1
389576,cg21934337,1
389600,cg21936261,1
389614,cg21937152,1
389624,cg21937734,1
389627,cg21937887,1
389632,cg21938149,1
389641,cg21938694,1
389650,cg21939303,1
389656,cg21939789,1
389680,cg21941796,1
389682,cg21941844,1
389686,cg21942150,1
389699,cg21942701,1
389711,cg21943418,1
389714,cg21943719,1
389728,cg21944459,1
389739,cg21945322,1
389743,cg21945686,1
389766,cg21947488,1
389770,cg21948027,1
389776,cg21948591,1
389784,cg21948827,1
389785,cg21948906,1
389809,cg21950196,1
389819,cg21950609,1
389834,cg21951679,1
389854,cg21952928,1
389884,cg21955916,1
389886,cg21956150,1
389911,cg21958457,1
389925,cg21959414,1
389934,cg21959912,1
389938,cg21960265,1
389978,cg21962600,1
389990,cg21963048,1
389991,cg21963218,1
389993,cg21963320,1
389997,cg21963583,1
390005,cg21964058,1
390037,cg21966345,1
390073,cg21969548,1
390074,cg21969566,1
390078,cg21969884,1
390084,cg21970626,1
390135,cg21974985,1
390138,cg21975337,1
390148,cg21977057,1
390154,cg21977377,1
390172,cg21979437,1
390178,cg21980338,1
390188,cg21981298,1
390214,cg21984129,1
390220,cg21984635,1
390225,cg21985132,1
390250,cg21987390,1
390252,cg21987731,1
390273,cg21989307,1
390280,cg21990316,1
390321,cg21995068,1
390323,cg21995203,1
390326,cg21995347,1
390327,cg21995377,1
390328,cg21995484,1
390339,cg21996134,1
390341,cg21996139,1
390347,cg21996336,1
390358,cg21997182,1
390378,cg21998505,1
390404,cg22000984,1
390405,cg22001073,1
390409,cg22001279,1
390417,cg22001807,1
390448,cg22005401,1
390463,cg22006699,1
390493,cg22008079,1
390503,cg22009239,1
390530,cg22010909,1
390553,cg22012333,1
390555,cg22012477,1
390558,cg22012577,1
390562,cg22012693,1
390567,cg22013019,1
390576,cg22013719,1
390580,cg22013966,1
390584,cg22014379,1
390597,cg22014891,1
390598,cg22014972,1
390600,cg22014986,1
390602,cg22015128,1
390612,cg22016447,1
390633,cg22017187,1
390641,cg22017654,1
390652,cg22018116,1
390659,cg22019065,1
390680,cg22020455,1
390696,cg22021768,1
390699,cg22021832,1
390709,cg22022441,1
390713,cg22022580,1
390726,cg22023035,1
390737,cg22023664,1
390776,cg22026001,1
390812,cg22027879,1
390828,cg22028814,1
390836,cg22029396,1
390837,cg22029476,1
390853,cg22030362,1
390925,cg22034268,1
390947,cg22036057,1
390948,cg22036140,1
390971,cg22037209,1
390989,cg22038319,1
390994,cg22038700,1
391000,cg22039215,1
391026,cg22040728,1
391027,cg22040809,1
391032,cg22040889,1
391037,cg22041073,1
391043,cg22041446,1
391044,cg22041507,1
391048,cg22041640,1
391050,cg22041682,1
391056,cg22042157,1
391065,cg22042992,1
391089,cg22044134,1
391090,cg22044216,1
391098,cg22044582,1
391128,cg22046143,1
391156,cg22047977,1
391192,cg22050495,1
391213,cg22051776,1
391214,cg22051787,1
391228,cg22052720,1
391240,cg22053560,1
391244,cg22053721,1
391290,cg22056480,1
391314,cg22058467,1
391315,cg22058533,1
391325,cg22059431,1
391330,cg22059735,1
391336,cg22060087,1
391344,cg22060694,1
391357,cg22062131,1
391361,cg22062383,1
391387,cg22063722,1
391391,cg22064129,1
391415,cg22065923,1
391419,cg22066146,1
391423,cg22066262,1
391431,cg22067189,1
391436,cg22067617,1
391447,cg22068400,1
391453,cg22068629,1
391460,cg22068759,1
391464,cg22069017,1
391471,cg22069388,1
391479,cg22070177,1
391486,cg22070865,1
391491,cg22071104,1
391506,cg22072691,1
391508,cg22072825,1
391517,cg22073507,1
391534,cg22075245,1
391549,cg22076228,1
391558,cg22076764,1
391579,cg22077962,1
391580,cg22077988,1
391627,cg22080472,1
391645,cg22082216,1
391667,cg22083062,1
391668,cg22083073,1
391672,cg22083325,1
391679,cg22083641,1
391683,cg22083790,1
391691,cg22084410,1
391705,cg22085718,1
391715,cg22087053,1
391717,cg22087338,1
391723,cg22087953,1
391725,cg22088219,1
391733,cg22088645,1
391752,cg22090266,1
391767,cg22091421,1
391794,cg22093885,1
391808,cg22094706,1
391817,cg22095238,1
391856,cg22099398,1
391867,cg22100852,1
391915,cg22104394,1
391924,cg22105103,1
391929,cg22105215,1
391931,cg22105495,1
391941,cg22106265,1
391951,cg22106810,1
391958,cg22107546,1
391959,cg22107662,1
391965,cg22108265,1
391973,cg22108680,1
391996,cg22109801,1
392004,cg22110492,1
392019,cg22111032,1
392026,cg22111167,1
392033,cg22111723,1
392065,cg22113807,1
392072,cg22114309,1
392087,cg22115126,1
392090,cg22115204,1
392112,cg22116555,1
392115,cg22116966,1
392123,cg22117193,1
392127,cg22117582,1
392129,cg22117642,1
392174,cg22120509,1
392179,cg22120894,1
392193,cg22122098,1
392194,cg22122174,1
